hist_lag,rebalancing_frequency,risk_tolerance,Return,Volatility,Sharpe Ratio,Portfolio Combination,risk_score
252,42,0.1,0.003508196,0.013054315,4.233745595,"{'ABBV': 19.85, 'AMGN': 1273.53, 'AZO': 87.43, 'BMY': 3283.72, 'CPB': 4333.4, 'CAH': 2880.64, 'CBOE': 111.44, 'CF': 1402.02, 'CVX': 391.54, 'CI': 697.01, 'STZ': 84.08, 'CEG': 5327.56, 'CTVA': 987.4, 'DG': 438.74, 'ELV': 40.87, 'ENPH': 877.31, 'EQT': 3803.98, 'ERIE': 1301.24, 'XOM': 1492.01, 'FSLR': 4948.45, 'GIS': 3191.3, 'GPC': 1482.11, 'GILD': 3480.05, 'HSY': 475.46, 'HUBB': 304.07, 'HUM': 426.76, 'HII': 824.82, 'IBM': 171.28, 'INCY': 38.96, 'JKHY': 706.13, 'JNJ': 951.03, 'K': 3879.42, 'LW': 2370.47, 'LLY': 1038.26, 'LMT': 358.47, 'MPC': 1809.73, 'MCD': 19.81, 'MCK': 804.7, 'MRK': 4259.4, 'MOH': 45.86, 'NOC': 375.26, 'ORLY': 165.83, 'OXY': 3557.34, 'PCG': 371.62, 'PGR': 5.25, 'DGX': 3.78, 'REGN': 164.34, 'ROL': 4671.99, 'SJM': 484.79, 'SMCI': 4957.64, 'VLO': 1186.27, 'VRTX': 503.73, 'WRB': 2195.19, 'WM': 27.87}",0.08
378,147,0.1,0.002573826,0.012943893,3.040617111,"{'ABBV': 1955.82, 'AFL': 23.45, 'MO': 248.92, 'AMGN': 1221.05, 'ACGL': 1847.39, 'ATO': 189.2, 'AZO': 43.45, 'BMY': 4559.34, 'CPB': 4871.57, 'CAH': 3477.76, 'COR': 733.3, 'CF': 350.15, 'CVX': 1043.24, 'CI': 409.48, 'KO': 287.68, 'CAG': 2562.62, 'COP': 201.8, 'ED': 1255.31, 'STZ': 9.55, 'CEG': 4590.35, 'CTVA': 722.08, 'EQT': 399.63, 'ERIE': 351.95, 'XOM': 2229.34, 'FICO': 319.97, 'FSLR': 1569.51, 'GIS': 3486.35, 'GPC': 369.42, 'GILD': 2253.24, 'HSY': 811.89, 'HES': 122.29, 'HRL': 3007.95, 'HUM': 200.93, 'HII': 38.48, 'IBM': 1038.72, 'INCY': 1958.4, 'JKHY': 607.36, 'JNJ': 825.49, 'K': 3138.11, 'KMB': 415.06, 'KHC': 1622.16, 'KR': 47.82, 'LW': 3064.38, 'LDOS': 368.82, 'LLY': 533.76, 'LMT': 521.29, 'MPC': 2261.53, 'MCD': 49.1, 'MCK': 1026.24, 'MRK': 2850.8, 'TAP': 302.43, 'NOC': 448.84, 'ORLY': 139.88, 'OXY': 3200.9, 'PEP': 157.94, 'PM': 542.56, 'PSX': 16.54, 'PNW': 83.57, 'PGR': 1260.94, 'REGN': 70.29, 'SRE': 1073.16, 'SJM': 1050.89, 'SMCI': 20947.13, 'TMUS': 188.52, 'TRV': 272.22, 'VLO': 1552.56, 'VRTX': 1167.73, 'WRB': 2249.42, 'WMT': 847.33}",0.07
252,147,0.1,0.003400527,0.012905146,4.095979543,"{'AMGN': 1389.93, 'ACGL': 1079.95, 'AZO': 55.41, 'BMY': 2773.21, 'CPB': 7209.62, 'CAH': 4289.72, 'CBOE': 123.58, 'CI': 559.86, 'CAG': 2266.36, 'STZ': 8.93, 'CEG': 3079.56, 'EA': 22.5, 'ERIE': 2311.74, 'XOM': 1384.11, 'FSLR': 5505.81, 'GIS': 5816.18, 'GPC': 1811.47, 'GILD': 6535.65, 'HUBB': 248.78, 'HUM': 345.24, 'IBM': 213.2, 'JNJ': 221.07, 'K': 5554.94, 'KMB': 1458.01, 'LW': 7776.84, 'LLY': 574.23, 'MPC': 2667.07, 'MCD': 264.16, 'MCK': 555.5, 'MRK': 6021.29, 'MNST': 4445.6, 'ORLY': 40.03, 'PM': 441.35, 'PSX': 616.51, 'ROL': 843.63, 'SJM': 1354.02, 'SMCI': 43823.72, 'TJX': 1771.35, 'VLO': 1044.57, 'VRTX': 170.4}",0.07
378,126,0.1,0.002618574,0.012905012,3.217361185,"{'ABBV': 2852.12, 'AEP': 639.18, 'AMGN': 142.69, 'AIZ': 203.04, 'AZO': 170.72, 'BDX': 231.67, 'BMY': 3024.9, 'CHRW': 76.17, 'CPB': 13.53, 'COR': 463.8, 'CNP': 251.24, 'CF': 4773.81, 'CVX': 1332.39, 'CB': 167.62, 'CHD': 1502.13, 'CMS': 1626.97, 'KO': 1478.16, 'ED': 2984.61, 'STZ': 4.71, 'COST': 35.54, 'CTRA': 4512.08, 'DVN': 2371.57, 'DLTR': 2320.97, 'DTE': 274.94, 'DUK': 165.19, 'ELV': 68.11, 'EXC': 7582.78, 'XOM': 1365.53, 'FDS': 266.22, 'GIS': 3431.9, 'HSY': 1131.73, 'HOLX': 1483.64, 'HRL': 269.06, 'JKHY': 123.24, 'JNJ': 884.49, 'K': 4078.87, 'KMB': 1112.09, 'KR': 1216.7, 'LLY': 1293.56, 'LMT': 182.95, 'MPC': 378.12, 'MCD': 230.52, 'MCK': 1921.25, 'MRK': 3713.49, 'NI': 975.52, 'NOC': 487.87, 'ORLY': 122.22, 'OXY': 4410.46, 'PANW': 2101.99, 'PEP': 674.65, 'PFE': 7452.37, 'PG': 56.65, 'PGR': 1313.45, 'PWR': 1276.03, 'REGN': 137.17, 'RSG': 356.8, 'SO': 1973.24, 'TRV': 12.84, 'TSN': 1098.76, 'UNH': 177.87, 'VRTX': 1843.17, 'WRB': 5280.85, 'WEC': 616.71}",0.06
252,126,0.1,0.003324369,0.012806866,4.074210617,"{'ABBV': 4749.16, 'AEP': 202.5, 'AMGN': 1599.73, 'T': 90.11, 'ATO': 715.63, 'BMY': 7733.49, 'CPB': 3557.69, 'CF': 4183.39, 'CVX': 1301.45, 'CHD': 664.51, 'CMS': 52.35, 'KO': 1291.89, 'ED': 3101.74, 'STZ': 5.78, 'CTVA': 1723.19, 'DLTR': 3586.89, 'ENPH': 138.34, 'EXC': 2039.2, 'XOM': 1988.17, 'GIS': 3061.31, 'HSY': 844.68, 'HRL': 3192.71, 'IBM': 882.22, 'INCY': 3122.4, 'JNJ': 658.96, 'K': 5557.23, 'KMB': 268.74, 'LW': 2484.61, 'LLY': 1008.32, 'LMT': 1024.07, 'MCD': 64.61, 'MCK': 2260.98, 'MRK': 2888.95, 'TAP': 4612.58, 'NI': 822.01, 'NOC': 339.31, 'OXY': 4565.57, 'PFE': 5564.21, 'PGR': 1341.37, 'SO': 1002.08, 'TMUS': 317.05, 'VLO': 708.44, 'VRTX': 2853.38, 'WRB': 3985.64, 'XEL': 156.08}",0.06
378,231,0.1,0.002483869,0.0126778,3.090313582,"{'ABBV': 2138.49, 'AEP': 286.71, 'AMGN': 629.54, 'ACGL': 1012.93, 'ADM': 884.59, 'AJG': 156.02, 'ATO': 615.41, 'AZO': 84.04, 'BMY': 3590.05, 'CHRW': 807.64, 'CPB': 3251.1, 'CAH': 1799.93, 'COR': 110.67, 'CNC': 543.05, 'CNP': 1068.09, 'CF': 3438.17, 'CVX': 1308.2, 'CI': 528.78, 'KO': 457.54, 'COP': 1323.43, 'ED': 1927.32, 'STZ': 432.9, 'CTVA': 2418.84, 'CVS': 415.6, 'DVN': 1481.16, 'DG': 83.4, 'DLTR': 1766.55, 'DTE': 31.71, 'EA': 33.69, 'ELV': 85.28, 'ENPH': 792.1, 'EOG': 24.81, 'EQT': 3536.46, 'ERIE': 703.82, 'XOM': 2321.22, 'FDS': 64.22, 'FSLR': 1524.96, 'GIS': 3908.76, 'GPC': 527.74, 'HSY': 1059.66, 'HRL': 4186.96, 'HUBB': 250.97, 'HUM': 288.19, 'HII': 175.25, 'JKHY': 349.66, 'JNJ': 782.07, 'K': 3549.98, 'KDP': 2018.17, 'KMB': 11.8, 'KR': 598.43, 'LW': 1503.0, 'LLY': 739.87, 'LMT': 405.87, 'MTB': 191.13, 'MRO': 2537.44, 'MPC': 2088.25, 'MCD': 61.43, 'MCK': 1166.39, 'MRK': 3116.55, 'MOH': 187.15, 'NI': 37.27, 'NOC': 495.85, 'ORLY': 143.1, 'OXY': 4078.79, 'PEP': 399.84, 'PFE': 1639.19, 'PCG': 5031.71, 'PGR': 1320.89, 'REGN': 151.68, 'RSG': 288.95, 'SRE': 439.82, 'SJM': 1075.21, 'SO': 1161.3, 'UNH': 168.32, 'VLO': 1663.18, 'VRTX': 1203.64, 'VST': 539.98, 'WRB': 3942.33, 'GWW': 117.47, 'WM': 239.04, 'WEC': 149.4, 'XEL': 422.99}",0.06
378,105,0.1,0.002494237,0.012676815,3.040916463,"{'ABBV': 1943.11, 'AFL': 23.3, 'MO': 247.3, 'AMGN': 1213.12, 'ACGL': 1835.38, 'ATO': 187.97, 'AZO': 43.17, 'BMY': 4529.72, 'CPB': 4839.91, 'CAH': 3455.16, 'COR': 728.54, 'CF': 347.88, 'CVX': 1036.46, 'CI': 406.82, 'KO': 285.81, 'CAG': 2545.97, 'COP': 200.49, 'ED': 1247.15, 'STZ': 9.49, 'CEG': 4560.52, 'CTVA': 717.38, 'EQT': 397.04, 'ERIE': 349.66, 'XOM': 2214.85, 'FICO': 317.89, 'FSLR': 1559.31, 'GIS': 3463.7, 'GPC': 367.02, 'GILD': 2238.6, 'HSY': 806.61, 'HES': 121.5, 'HRL': 2988.41, 'HUM': 199.63, 'HII': 38.23, 'IBM': 1031.97, 'INCY': 1945.68, 'JKHY': 603.41, 'JNJ': 820.13, 'K': 3117.72, 'KMB': 412.36, 'KHC': 1611.62, 'KR': 47.51, 'LW': 3044.47, 'LDOS': 366.43, 'LLY': 530.29, 'LMT': 517.91, 'MPC': 2246.84, 'MCD': 48.78, 'MCK': 1019.57, 'MRK': 2832.28, 'TAP': 300.46, 'NOC': 445.92, 'ORLY': 138.98, 'OXY': 3180.1, 'PEP': 156.91, 'PM': 539.04, 'PSX': 16.43, 'PNW': 83.02, 'PGR': 1252.74, 'REGN': 69.83, 'SRE': 1066.19, 'SJM': 1044.07, 'SMCI': 20811.03, 'TMUS': 187.3, 'TRV': 270.45, 'VLO': 1542.47, 'VRTX': 1160.14, 'WRB': 2234.8, 'WMT': 841.83}",0.05
378,252,0.1,0.002510929,0.012661048,3.35869282,"{'GOOGL': 717.92, 'GOOG': 748.66, 'AON': 111.01, 'ANET': 1587.16, 'AZO': 107.04, 'AVB': 452.78, 'BX': 1482.63, 'BRO': 15.71, 'BLDR': 1393.07, 'CPT': 1951.66, 'CBOE': 224.2, 'CBRE': 42.11, 'CF': 847.16, 'COP': 349.63, 'COST': 238.53, 'CCI': 59.63, 'CVS': 951.8, 'DHR': 226.69, 'DVN': 8174.52, 'FANG': 1240.79, 'DLR': 134.86, 'DPZ': 206.72, 'ELV': 127.08, 'EPAM': 223.65, 'EQR': 858.39, 'EVRG': 217.0, 'EXR': 2072.76, 'FDS': 4.81, 'FE': 385.27, 'F': 17616.28, 'FTNT': 4785.31, 'IT': 802.42, 'GS': 25.73, 'HD': 202.7, 'INTU': 39.67, 'INVH': 3011.25, 'IQV': 72.12, 'IRM': 5876.62, 'JCI': 1317.55, 'JNPR': 1585.88, 'KEYS': 63.18, 'KKR': 1874.97, 'KR': 4366.4, 'LH': 510.03, 'LLY': 787.79, 'LYV': 59.24, 'LOW': 299.12, 'MRO': 13380.92, 'MMC': 286.61, 'MSFT': 123.0, 'MAA': 1442.65, 'MRNA': 1111.22, 'MSI': 129.45, 'NDAQ': 1321.61, 'NUE': 2131.79, 'NVDA': 7055.24, 'ORLY': 166.23, 'ODFL': 738.72, 'ON': 921.42, 'PANW': 291.36, 'PFE': 6521.79, 'POOL': 1.04, 'PLD': 1314.09, 'PSA': 792.42, 'DGX': 1041.88, 'REG': 1134.55, 'RSG': 82.03, 'RVTY': 40.14, 'SBAC': 123.54, 'STX': 782.49, 'SHW': 66.68, 'SPG': 160.7, 'TRGP': 2070.4, 'TMO': 115.05, 'TSCO': 446.56, 'TSN': 74.24, 'UDR': 1602.02, 'UNH': 161.3, 'WM': 236.44, 'WAT': 29.5, 'WST': 438.69, 'ZTS': 213.11}",0.05
252,105,0.1,0.002939408,0.012639382,3.724318672,"{'AMGN': 1379.22, 'ACGL': 1071.64, 'AZO': 54.98, 'BMY': 2751.86, 'CPB': 7154.11, 'CAH': 4256.69, 'CBOE': 122.63, 'CI': 555.55, 'CAG': 2248.91, 'STZ': 8.86, 'CEG': 3055.85, 'EA': 22.33, 'ERIE': 2293.94, 'XOM': 1373.45, 'FSLR': 5463.41, 'GIS': 5771.4, 'GPC': 1797.52, 'GILD': 6485.33, 'HUBB': 246.86, 'HUM': 342.58, 'IBM': 211.55, 'JNJ': 219.37, 'K': 5512.16, 'KMB': 1446.79, 'LW': 7716.95, 'LLY': 569.81, 'MPC': 2646.53, 'MCD': 262.13, 'MCK': 551.22, 'MRK': 5974.92, 'MNST': 4411.37, 'ORLY': 39.72, 'PM': 437.95, 'PSX': 611.77, 'ROL': 837.13, 'SJM': 1343.6, 'SMCI': 43486.28, 'TJX': 1757.71, 'VLO': 1036.53, 'VRTX': 169.09}",0.04
252,189,0.1,0.002971477,0.012567661,3.911002518,"{'ABBV': 1994.77, 'AEP': 332.36, 'AON': 773.38, 'APA': 1820.04, 'ADM': 3162.65, 'ANET': 1300.29, 'ATO': 62.52, 'BKR': 7596.31, 'BRO': 249.53, 'BG': 1409.47, 'COR': 539.39, 'CF': 5178.19, 'CVX': 2382.82, 'CB': 46.41, 'CHD': 794.21, 'CMS': 370.7, 'COP': 2174.8, 'ED': 2450.26, 'COST': 432.06, 'CTRA': 1681.84, 'DVN': 4233.4, 'DLTR': 1917.44, 'EIX': 2124.76, 'EOG': 240.16, 'EQT': 153.45, 'EXC': 8044.1, 'FDS': 289.45, 'FE': 473.53, 'HAL': 3365.19, 'HSY': 568.04, 'HRL': 922.47, 'JNPR': 2931.28, 'KR': 5415.44, 'LYV': 1019.91, 'MRO': 10285.31, 'MPC': 539.53, 'MKC': 1064.18, 'MCK': 1176.66, 'MOS': 4701.88, 'NEM': 4601.13, 'NI': 4631.6, 'NOC': 41.63, 'NUE': 178.67, 'OXY': 1673.57, 'ON': 2755.15, 'PANW': 1697.06, 'PFE': 6316.62, 'PCG': 9396.22, 'PLD': 864.2, 'PSA': 350.42, 'PWR': 108.71, 'REGN': 135.85, 'SRE': 903.22, 'SO': 285.83, 'TRGP': 2861.33, 'TSLA': 1063.64, 'TSN': 707.41, 'VLO': 230.17, 'VRTX': 953.41, 'WRB': 1342.28}",0.04
252,168,0.1,0.003003644,0.012355513,3.877208253,"{'ABBV': 745.85, 'AEP': 1448.77, 'AMGN': 1052.26, 'ADM': 1059.58, 'BDX': 13.17, 'BMY': 3682.35, 'CHRW': 608.31, 'CPB': 5144.26, 'CAH': 5176.85, 'CNP': 26.98, 'CF': 1326.76, 'CVX': 453.72, 'CI': 403.97, 'CMS': 187.81, 'ED': 2217.33, 'CEG': 7625.04, 'CTVA': 2391.93, 'D': 77.43, 'DTE': 724.48, 'ENPH': 70.55, 'EQT': 6941.68, 'ERIE': 647.32, 'EXC': 66.03, 'XOM': 2787.29, 'FSLR': 2916.67, 'GIS': 3384.08, 'GPC': 461.55, 'HSY': 949.4, 'HES': 482.04, 'HII': 440.31, 'JKHY': 858.6, 'JNJ': 80.55, 'K': 5928.64, 'KDP': 1691.42, 'KHC': 1380.91, 'KR': 497.48, 'LW': 4003.99, 'LLY': 135.88, 'LMT': 504.62, 'MPC': 2508.95, 'MCK': 1560.3, 'MRK': 3312.63, 'TAP': 824.36, 'NOC': 393.93, 'OXY': 8164.46, 'PM': 904.78, 'PNW': 244.97, 'PGR': 1247.49, 'SRE': 2580.69, 'SJM': 278.62, 'SO': 2497.13, 'TMUS': 854.96, 'VLO': 2251.62, 'VRTX': 869.49, 'WRB': 2884.48, 'WEC': 848.94, 'WMB': 1834.01, 'XEL': 1471.91}",0.03
378,168,0.1,0.002713565,0.012339922,3.419743646,"{'ABBV': 1139.14, 'LNT': 199.17, 'AEE': 411.2, 'AEP': 835.42, 'AMGN': 516.85, 'ADM': 1201.43, 'AJG': 311.76, 'ATO': 584.32, 'AZO': 53.0, 'BDX': 314.95, 'BMY': 1239.93, 'BG': 509.97, 'CHRW': 1382.67, 'CPB': 2506.94, 'CAH': 1863.27, 'COR': 503.47, 'CNC': 1285.81, 'CNP': 2436.27, 'CF': 3246.54, 'CVX': 1100.93, 'CHD': 842.1, 'CI': 329.27, 'CMS': 1077.17, 'KO': 866.94, 'CL': 742.69, 'CAG': 623.02, 'COP': 1350.85, 'ED': 1940.4, 'STZ': 450.76, 'CTVA': 1727.82, 'COST': 12.29, 'CTRA': 5039.63, 'CVS': 535.92, 'DVN': 2289.38, 'FANG': 8.37, 'DLTR': 625.34, 'D': 605.5, 'DTE': 539.66, 'DUK': 386.57, 'EIX': 1069.41, 'EA': 200.86, 'ELV': 122.73, 'ENPH': 387.1, 'ETR': 148.7, 'EOG': 520.94, 'EQT': 5378.14, 'ERIE': 495.46, 'EVRG': 166.43, 'ES': 180.01, 'EXC': 2764.5, 'XOM': 1872.71, 'FDS': 199.76, 'FSLR': 900.82, 'FE': 32.11, 'GD': 4.88, 'GIS': 2527.84, 'GPC': 487.41, 'GILD': 297.68, 'HSY': 704.47, 'HES': 314.89, 'HRL': 1975.74, 'HUM': 150.49, 'HII': 28.19, 'JKHY': 284.87, 'JNJ': 259.92, 'K': 2425.56, 'KDP': 2053.12, 'KMB': 538.34, 'KHC': 1079.95, 'KR': 218.3, 'LW': 675.56, 'LLY': 209.48, 'LMT': 309.37, 'MTB': 74.43, 'MRO': 3584.44, 'MPC': 1480.34, 'MKC': 2.76, 'MCD': 304.92, 'MCK': 883.27, 'MRK': 1597.51, 'MOH': 218.35, 'MOS': 24.92, 'NI': 2618.53, 'NOC': 330.36, 'ORLY': 120.04, 'OXY': 3949.51, 'ON': 72.27, 'PANW': 758.66, 'PEP': 399.71, 'PFE': 969.24, 'PCG': 6179.3, 'PM': 244.46, 'PG': 62.54, 'PGR': 980.3, 'PEG': 152.84, 'PWR': 366.75, 'RSG': 479.45, 'SRE': 1115.88, 'SJM': 530.46, 'SO': 1755.23, 'SMCI': 13843.24, 'UNH': 93.22, 'VLO': 1394.03, 'VRTX': 756.59, 'VST': 3545.14, 'WRB': 1694.63, 'GWW': 135.76, 'WM': 364.75, 'WEC': 817.17, 'WMB': 2484.69, 'XEL': 971.02}",0.03
252,231,0.1,0.003326826,0.012205695,4.185331121,"{'ABBV': 1360.76, 'AMGN': 784.49, 'BMY': 5740.32, 'CPB': 4047.35, 'CAH': 5098.36, 'CF': 2595.04, 'CI': 325.21, 'ED': 969.2, 'CEG': 6895.36, 'CTVA': 3455.91, 'ENPH': 1361.16, 'EQT': 7896.27, 'ERIE': 1813.63, 'XOM': 129.58, 'FSLR': 4115.81, 'GIS': 4555.82, 'GPC': 116.37, 'HSY': 797.43, 'HUBB': 74.95, 'HUM': 784.35, 'HII': 386.72, 'JKHY': 898.2, 'JNJ': 1119.91, 'K': 6061.52, 'LW': 2578.14, 'LLY': 1153.18, 'LMT': 242.73, 'MPC': 2405.63, 'MCK': 1429.6, 'MRK': 3793.41, 'MOH': 492.85, 'NOC': 390.86, 'ORLY': 41.99, 'OXY': 5339.81, 'PWR': 19.12, 'REGN': 211.59, 'RSG': 161.64, 'ROL': 202.57, 'SRE': 984.58, 'SJM': 294.66, 'SO': 4.74, 'TMUS': 1604.79, 'VLO': 1909.13, 'VRTX': 684.26, 'WRB': 4337.99, 'WM': 726.8}",0.03
252,210,0.1,0.002867967,0.012192047,3.847986525,"{'ABBV': 4796.16, 'AEP': 204.5, 'AMGN': 1615.57, 'T': 91.01, 'ATO': 722.71, 'BMY': 7810.02, 'CPB': 3592.9, 'CF': 4224.79, 'CVX': 1314.33, 'CHD': 671.09, 'CMS': 52.87, 'KO': 1304.68, 'ED': 3132.44, 'STZ': 5.84, 'CTVA': 1740.24, 'DLTR': 3622.39, 'ENPH': 139.71, 'EXC': 2059.38, 'XOM': 2007.85, 'GIS': 3091.61, 'HSY': 853.04, 'HRL': 3224.31, 'IBM': 890.95, 'INCY': 3153.3, 'JNJ': 665.48, 'K': 5612.23, 'KMB': 271.4, 'LW': 2509.2, 'LLY': 1018.3, 'LMT': 1034.21, 'MCD': 65.25, 'MCK': 2283.35, 'MRK': 2917.54, 'TAP': 4658.23, 'NI': 830.15, 'NOC': 342.67, 'OXY': 4610.75, 'PFE': 5619.28, 'PGR': 1354.65, 'SO': 1011.99, 'TMUS': 320.19, 'VLO': 715.45, 'VRTX': 2881.62, 'WRB': 4025.08, 'XEL': 157.63}",0.02
378,189,0.1,0.002613592,0.012089985,3.518399283,"{'ABBV': 2029.33, 'LNT': 188.7, 'AON': 265.74, 'AAPL': 263.56, 'ADM': 2049.66, 'ANET': 1968.24, 'AJG': 201.66, 'ATO': 197.6, 'AZO': 50.04, 'AVB': 46.37, 'BX': 112.28, 'BRO': 1706.31, 'BG': 5.08, 'CPT': 1345.73, 'COR': 220.12, 'CNP': 2518.12, 'CF': 2989.81, 'CVX': 1114.38, 'CHD': 359.87, 'CMS': 421.0, 'COP': 2015.97, 'ED': 1463.81, 'COST': 658.67, 'CVS': 975.54, 'DHR': 226.83, 'DVN': 5360.71, 'DXCM': 194.14, 'DLTR': 384.01, 'EW': 465.81, 'ELV': 11.01, 'EOG': 252.11, 'EQT': 737.96, 'EXC': 5683.81, 'EXR': 1238.52, 'XOM': 21.02, 'FDS': 202.86, 'FE': 1708.24, 'FTNT': 1637.48, 'IT': 200.68, 'GEN': 72.59, 'HAL': 564.49, 'HSY': 976.17, 'IRM': 501.88, 'JKHY': 198.31, 'KR': 5696.08, 'LLY': 817.51, 'LMT': 57.87, 'MRO': 8660.57, 'MMC': 525.86, 'MKC': 86.96, 'MCK': 754.93, 'MAA': 570.6, 'MOS': 1257.31, 'NEM': 1839.3, 'NI': 3503.24, 'NOC': 416.13, 'NUE': 1279.39, 'NVDA': 7633.08, 'ORLY': 85.19, 'OXY': 631.84, 'PANW': 2104.37, 'PEP': 311.11, 'PFE': 6128.55, 'PG': 116.15, 'PLD': 1536.41, 'PSA': 993.16, 'REGN': 328.69, 'RSG': 143.49, 'RMD': 48.68, 'RVTY': 208.0, 'SRE': 217.63, 'SO': 522.35, 'TRGP': 5695.73, 'TSLA': 484.73, 'TMO': 191.08, 'UNH': 69.22, 'VRTX': 80.54, 'VST': 179.86, 'WELL': 47.07, 'WST': 342.31, 'WMB': 1179.29}",0.02
378,210,0.1,0.002121463,0.011894992,2.840552884,"{'ABBV': 2873.11, 'AEP': 643.89, 'AMGN': 143.74, 'AIZ': 204.53, 'AZO': 171.98, 'BDX': 233.38, 'BMY': 3047.16, 'CHRW': 76.73, 'CPB': 13.63, 'COR': 467.22, 'CNP': 253.09, 'CF': 4808.94, 'CVX': 1342.19, 'CB': 168.86, 'CHD': 1513.18, 'CMS': 1638.94, 'KO': 1489.04, 'ED': 3006.57, 'STZ': 4.75, 'COST': 35.81, 'CTRA': 4545.29, 'DVN': 2389.03, 'DLTR': 2338.05, 'DTE': 276.96, 'DUK': 166.4, 'ELV': 68.61, 'EXC': 7638.59, 'XOM': 1375.58, 'FDS': 268.17, 'GIS': 3457.16, 'HSY': 1140.06, 'HOLX': 1494.56, 'HRL': 271.04, 'JKHY': 124.15, 'JNJ': 891.0, 'K': 4108.89, 'KMB': 1120.27, 'KR': 1225.66, 'LLY': 1303.08, 'LMT': 184.29, 'MPC': 380.9, 'MCD': 232.21, 'MCK': 1935.39, 'MRK': 3740.82, 'NI': 982.7, 'NOC': 491.46, 'ORLY': 123.12, 'OXY': 4442.92, 'PANW': 2117.46, 'PEP': 679.62, 'PFE': 7507.21, 'PG': 57.07, 'PGR': 1323.12, 'PWR': 1285.42, 'REGN': 138.18, 'RSG': 359.42, 'SO': 1987.76, 'TRV': 12.93, 'TSN': 1106.84, 'UNH': 179.18, 'VRTX': 1856.73, 'WRB': 5319.71, 'WEC': 621.25}",0.01
252,252,0.1,0.003726386,0.011888144,4.803728839,"{'ABBV': 291.2, 'ACN': 257.5, 'AMD': 1735.4, 'AON': 213.99, 'ANET': 2736.74, 'AZO': 87.99, 'AVB': 148.47, 'AVGO': 1107.69, 'BRO': 1596.27, 'BLDR': 2838.86, 'CPT': 1716.78, 'CBOE': 120.31, 'CNC': 760.61, 'CF': 1613.62, 'CHD': 455.15, 'COP': 1512.69, 'COST': 484.2, 'CVS': 1816.54, 'DHR': 163.2, 'DVN': 9538.16, 'DPZ': 512.52, 'EXC': 1320.4, 'EXR': 1252.57, 'FDS': 460.68, 'F': 15549.39, 'FTNT': 2758.81, 'IT': 758.27, 'HSY': 108.15, 'HD': 2.64, 'INTU': 277.79, 'INVH': 1887.68, 'JNPR': 2724.72, 'KEYS': 23.7, 'KR': 32.08, 'LLY': 833.75, 'LYV': 994.9, 'LOW': 88.12, 'MRO': 2320.42, 'MMC': 671.08, 'MAA': 1057.75, 'MRNA': 777.88, 'MSI': 370.65, 'NUE': 1124.33, 'NVDA': 10429.38, 'ORLY': 155.94, 'ODFL': 282.75, 'ON': 986.69, 'PANW': 1614.02, 'PAYX': 622.3, 'PEP': 97.28, 'PFE': 9061.16, 'POOL': 15.26, 'PG': 493.59, 'PLD': 1289.46, 'PSA': 484.32, 'DGX': 996.09, 'REGN': 119.15, 'RSG': 332.36, 'RMD': 3.6, 'RVTY': 1448.07, 'SBAC': 226.68, 'SHW': 159.51, 'SNPS': 6.97, 'TRGP': 2643.16, 'TSLA': 268.92, 'TMO': 306.13, 'VST': 2240.78, 'WST': 396.28, 'ZTS': 822.28}",0.01
